location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,people_vaccinated,stringency_index,population
Brazil,2020-01-05,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-06,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-07,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-08,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-09,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-10,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-11,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-12,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-13,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-14,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-15,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-16,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-17,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-18,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-19,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-20,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-21,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-22,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-23,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-24,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-25,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-26,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-27,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-28,0,0,0,0,NA,NA,0,215313504
Brazil,2020-01-29,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-01-30,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-01-31,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-01,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-02,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-03,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-04,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-05,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-06,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-07,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-08,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-09,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-10,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-11,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-12,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-13,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-14,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-15,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-16,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-17,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-18,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-19,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-20,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-21,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-22,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-23,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-24,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-25,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-26,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-27,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-28,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-02-29,0,0,0,0,NA,NA,5.56,215313504
Brazil,2020-03-01,1,1,0,0,NA,NA,5.56,215313504
Brazil,2020-03-02,1,0,0,0,NA,NA,11.11,215313504
Brazil,2020-03-03,1,0,0,0,NA,NA,11.11,215313504
Brazil,2020-03-04,1,0,0,0,NA,NA,11.11,215313504
Brazil,2020-03-05,1,0,0,0,NA,NA,11.11,215313504
Brazil,2020-03-06,1,0,0,0,NA,NA,11.11,215313504
Brazil,2020-03-07,1,0,0,0,NA,NA,11.11,215313504
Brazil,2020-03-08,13,12,0,0,NA,NA,11.11,215313504
Brazil,2020-03-09,13,0,0,0,NA,NA,11.11,215313504
Brazil,2020-03-10,13,0,0,0,NA,NA,11.11,215313504
Brazil,2020-03-11,13,0,0,0,NA,NA,11.11,215313504
Brazil,2020-03-12,13,0,0,0,NA,NA,28.7,215313504
Brazil,2020-03-13,13,0,0,0,NA,NA,37.96,215313504
Brazil,2020-03-14,13,0,0,0,NA,NA,42.13,215313504
Brazil,2020-03-15,84,71,0,0,NA,NA,42.13,215313504
Brazil,2020-03-16,84,0,0,0,NA,NA,42.13,215313504
Brazil,2020-03-17,84,0,0,0,NA,NA,57.87,215313504
Brazil,2020-03-18,84,0,0,0,NA,NA,60.65,215313504
Brazil,2020-03-19,84,0,0,0,NA,NA,66.2,215313504
Brazil,2020-03-20,84,0,0,0,NA,NA,66.2,215313504
Brazil,2020-03-21,84,0,0,0,NA,NA,71.76,215313504
Brazil,2020-03-22,904,820,11,11,NA,NA,71.76,215313504
Brazil,2020-03-23,904,0,11,0,NA,NA,71.76,215313504
Brazil,2020-03-24,904,0,11,0,NA,NA,71.76,215313504
Brazil,2020-03-25,904,0,11,0,NA,NA,71.76,215313504
Brazil,2020-03-26,904,0,11,0,NA,NA,71.76,215313504
Brazil,2020-03-27,904,0,11,0,NA,NA,74.54,215313504
Brazil,2020-03-28,904,0,11,0,NA,NA,74.54,215313504
Brazil,2020-03-29,3417,2513,92,81,NA,NA,74.54,215313504
Brazil,2020-03-30,3417,0,92,0,NA,NA,74.54,215313504
Brazil,2020-03-31,3417,0,92,0,NA,NA,74.54,215313504
Brazil,2020-04-01,3417,0,92,0,NA,NA,74.54,215313504
Brazil,2020-04-02,3417,0,92,0,NA,NA,74.54,215313504
Brazil,2020-04-03,3417,0,92,0,NA,NA,74.54,215313504
Brazil,2020-04-04,3417,0,92,0,NA,NA,74.54,215313504
Brazil,2020-04-05,9056,5639,359,267,NA,NA,74.54,215313504
Brazil,2020-04-06,9056,0,359,0,NA,NA,74.54,215313504
Brazil,2020-04-07,9056,0,359,0,NA,NA,74.54,215313504
Brazil,2020-04-08,9056,0,359,0,NA,NA,74.54,215313504
Brazil,2020-04-09,9056,0,359,0,NA,NA,74.54,215313504
Brazil,2020-04-10,9056,0,359,0,NA,NA,74.54,215313504
Brazil,2020-04-11,9056,0,359,0,NA,NA,74.54,215313504
Brazil,2020-04-12,19638,10582,1056,697,NA,NA,74.54,215313504
Brazil,2020-04-13,19638,0,1056,0,NA,NA,74.54,215313504
Brazil,2020-04-14,19638,0,1056,0,NA,NA,74.54,215313504
Brazil,2020-04-15,19638,0,1056,0,NA,NA,74.54,215313504
Brazil,2020-04-16,19638,0,1056,0,NA,NA,74.54,215313504
Brazil,2020-04-17,19638,0,1056,0,NA,NA,74.54,215313504
Brazil,2020-04-18,19638,0,1056,0,NA,NA,74.54,215313504
Brazil,2020-04-19,33682,14044,2141,1085,NA,NA,74.54,215313504
Brazil,2020-04-20,33682,0,2141,0,NA,NA,74.54,215313504
Brazil,2020-04-21,33682,0,2141,0,NA,NA,74.54,215313504
Brazil,2020-04-22,33682,0,2141,0,NA,NA,74.54,215313504
Brazil,2020-04-23,33682,0,2141,0,NA,NA,74.54,215313504
Brazil,2020-04-24,33682,0,2141,0,NA,NA,74.54,215313504
Brazil,2020-04-25,33682,0,2141,0,NA,NA,74.54,215313504
Brazil,2020-04-26,52995,19313,3670,1529,NA,NA,77.31,215313504
Brazil,2020-04-27,52995,0,3670,0,NA,NA,77.31,215313504
Brazil,2020-04-28,52995,0,3670,0,NA,NA,77.31,215313504
Brazil,2020-04-29,52995,0,3670,0,NA,NA,77.31,215313504
Brazil,2020-04-30,52995,0,3670,0,NA,NA,77.31,215313504
Brazil,2020-05-01,52995,0,3670,0,NA,NA,77.31,215313504
Brazil,2020-05-02,52995,0,3670,0,NA,NA,77.31,215313504
Brazil,2020-05-03,91589,38594,6329,2659,NA,NA,77.31,215313504
Brazil,2020-05-04,91589,0,6329,0,NA,NA,77.31,215313504
Brazil,2020-05-05,91589,0,6329,0,NA,NA,81.02,215313504
Brazil,2020-05-06,91589,0,6329,0,NA,NA,81.02,215313504
Brazil,2020-05-07,91589,0,6329,0,NA,NA,81.02,215313504
Brazil,2020-05-08,91589,0,6329,0,NA,NA,81.02,215313504
Brazil,2020-05-09,91589,0,6329,0,NA,NA,81.02,215313504
Brazil,2020-05-10,145328,53739,9897,3568,NA,NA,81.02,215313504
Brazil,2020-05-11,145328,0,9897,0,NA,NA,81.02,215313504
Brazil,2020-05-12,145328,0,9897,0,NA,NA,81.02,215313504
Brazil,2020-05-13,145328,0,9897,0,NA,NA,81.02,215313504
Brazil,2020-05-14,145328,0,9897,0,NA,NA,81.02,215313504
Brazil,2020-05-15,145328,0,9897,0,NA,NA,81.02,215313504
Brazil,2020-05-16,145328,0,9897,0,NA,NA,81.02,215313504
Brazil,2020-05-17,218223,72895,14817,4920,NA,NA,81.02,215313504
Brazil,2020-05-18,218223,0,14817,0,NA,NA,81.02,215313504
Brazil,2020-05-19,218223,0,14817,0,NA,NA,81.02,215313504
Brazil,2020-05-20,218223,0,14817,0,NA,NA,81.02,215313504
Brazil,2020-05-21,218223,0,14817,0,NA,NA,81.02,215313504
Brazil,2020-05-22,218223,0,14817,0,NA,NA,81.02,215313504
Brazil,2020-05-23,218223,0,14817,0,NA,NA,81.02,215313504
Brazil,2020-05-24,330890,112667,21048,6231,NA,NA,81.02,215313504
Brazil,2020-05-25,330890,0,21048,0,NA,NA,81.02,215313504
Brazil,2020-05-26,330890,0,21048,0,NA,NA,81.02,215313504
Brazil,2020-05-27,330890,0,21048,0,NA,NA,81.02,215313504
Brazil,2020-05-28,330890,0,21048,0,NA,NA,81.02,215313504
Brazil,2020-05-29,330890,0,21048,0,NA,NA,81.02,215313504
Brazil,2020-05-30,330890,0,21048,0,NA,NA,81.02,215313504
Brazil,2020-05-31,465166,134276,27878,6830,NA,NA,81.02,215313504
Brazil,2020-06-01,465166,0,27878,0,NA,NA,77.31,215313504
Brazil,2020-06-02,465166,0,27878,0,NA,NA,77.31,215313504
Brazil,2020-06-03,465166,0,27878,0,NA,NA,77.31,215313504
Brazil,2020-06-04,465166,0,27878,0,NA,NA,77.31,215313504
Brazil,2020-06-05,465166,0,27878,0,NA,NA,77.31,215313504
Brazil,2020-06-06,465166,0,27878,0,NA,NA,77.31,215313504
Brazil,2020-06-07,645771,180605,35026,7148,NA,NA,77.31,215313504
Brazil,2020-06-08,645771,0,35026,0,NA,NA,77.31,215313504
Brazil,2020-06-09,645771,0,35026,0,NA,NA,77.31,215313504
Brazil,2020-06-10,645771,0,35026,0,NA,NA,77.31,215313504
Brazil,2020-06-11,645771,0,35026,0,NA,NA,77.31,215313504
Brazil,2020-06-12,645771,0,35026,0,NA,NA,77.31,215313504
Brazil,2020-06-13,645771,0,35026,0,NA,NA,77.31,215313504
Brazil,2020-06-14,828810,183039,41828,6802,NA,NA,77.31,215313504
Brazil,2020-06-15,828810,0,41828,0,NA,NA,77.31,215313504
Brazil,2020-06-16,828810,0,41828,0,NA,NA,77.31,215313504
Brazil,2020-06-17,828810,0,41828,0,NA,NA,77.31,215313504
Brazil,2020-06-18,828810,0,41828,0,NA,NA,77.31,215313504
Brazil,2020-06-19,828810,0,41828,0,NA,NA,77.31,215313504
Brazil,2020-06-20,828810,0,41828,0,NA,NA,77.31,215313504
Brazil,2020-06-21,1032913,204103,48954,7126,NA,NA,77.31,215313504
Brazil,2020-06-22,1032913,0,48954,0,NA,NA,77.31,215313504
Brazil,2020-06-23,1032913,0,48954,0,NA,NA,77.31,215313504
Brazil,2020-06-24,1032913,0,48954,0,NA,NA,77.31,215313504
Brazil,2020-06-25,1032913,0,48954,0,NA,NA,77.31,215313504
Brazil,2020-06-26,1032913,0,48954,0,NA,NA,77.31,215313504
Brazil,2020-06-27,1032913,0,48954,0,NA,NA,77.31,215313504
Brazil,2020-06-28,1274974,242061,55961,7007,NA,NA,77.31,215313504
Brazil,2020-06-29,1274974,0,55961,0,NA,NA,77.31,215313504
Brazil,2020-06-30,1274974,0,55961,0,NA,NA,77.31,215313504
Brazil,2020-07-01,1274974,0,55961,0,NA,NA,77.31,215313504
Brazil,2020-07-02,1274974,0,55961,0,NA,NA,77.31,215313504
Brazil,2020-07-03,1274974,0,55961,0,NA,NA,81.02,215313504
Brazil,2020-07-04,1274974,0,55961,0,NA,NA,81.02,215313504
Brazil,2020-07-05,1539081,264107,63174,7213,NA,NA,81.02,215313504
Brazil,2020-07-06,1539081,0,63174,0,NA,NA,81.02,215313504
Brazil,2020-07-07,1539081,0,63174,0,NA,NA,81.02,215313504
Brazil,2020-07-08,1539081,0,63174,0,NA,NA,81.02,215313504
Brazil,2020-07-09,1539081,0,63174,0,NA,NA,81.02,215313504
Brazil,2020-07-10,1539081,0,63174,0,NA,NA,81.02,215313504
Brazil,2020-07-11,1539081,0,63174,0,NA,NA,81.02,215313504
Brazil,2020-07-12,1800827,261746,70398,7224,NA,NA,81.02,215313504
Brazil,2020-07-13,1800827,0,70398,0,NA,NA,81.02,215313504
Brazil,2020-07-14,1800827,0,70398,0,NA,NA,81.02,215313504
Brazil,2020-07-15,1800827,0,70398,0,NA,NA,81.02,215313504
Brazil,2020-07-16,1800827,0,70398,0,NA,NA,81.02,215313504
Brazil,2020-07-17,1800827,0,70398,0,NA,NA,81.02,215313504
Brazil,2020-07-18,1800827,0,70398,0,NA,NA,81.02,215313504
Brazil,2020-07-19,2046328,245501,77851,7453,NA,NA,81.02,215313504
Brazil,2020-07-20,2046328,0,77851,0,NA,NA,81.02,215313504
Brazil,2020-07-21,2046328,0,77851,0,NA,NA,81.02,215313504
Brazil,2020-07-22,2046328,0,77851,0,NA,NA,81.02,215313504
Brazil,2020-07-23,2046328,0,77851,0,NA,NA,81.02,215313504
Brazil,2020-07-24,2046328,0,77851,0,NA,NA,81.02,215313504
Brazil,2020-07-25,2046328,0,77851,0,NA,NA,81.02,215313504
Brazil,2020-07-26,2343366,297038,85238,7387,NA,NA,81.02,215313504
Brazil,2020-07-27,2343366,0,85238,0,NA,NA,81.02,215313504
Brazil,2020-07-28,2343366,0,85238,0,NA,NA,81.02,215313504
Brazil,2020-07-29,2343366,0,85238,0,NA,NA,72.69,215313504
Brazil,2020-07-30,2343366,0,85238,0,NA,NA,72.69,215313504
Brazil,2020-07-31,2343366,0,85238,0,NA,NA,72.69,215313504
Brazil,2020-08-01,2343366,0,85238,0,NA,NA,72.69,215313504
Brazil,2020-08-02,2662485,319119,92475,7237,NA,NA,72.69,215313504
Brazil,2020-08-03,2662485,0,92475,0,NA,NA,72.69,215313504
Brazil,2020-08-04,2662485,0,92475,0,NA,NA,72.69,215313504
Brazil,2020-08-05,2662485,0,92475,0,NA,NA,72.69,215313504
Brazil,2020-08-06,2662485,0,92475,0,NA,NA,72.69,215313504
Brazil,2020-08-07,2662485,0,92475,0,NA,NA,72.69,215313504
Brazil,2020-08-08,2662485,0,92475,0,NA,NA,72.69,215313504
Brazil,2020-08-09,2962442,299957,99572,7097,NA,NA,72.69,215313504
Brazil,2020-08-10,2962442,0,99572,0,NA,NA,72.69,215313504
Brazil,2020-08-11,2962442,0,99572,0,NA,NA,72.69,215313504
Brazil,2020-08-12,2962442,0,99572,0,NA,NA,72.69,215313504
Brazil,2020-08-13,2962442,0,99572,0,NA,NA,72.69,215313504
Brazil,2020-08-14,2962442,0,99572,0,NA,NA,72.69,215313504
Brazil,2020-08-15,2962442,0,99572,0,NA,NA,69.91,215313504
Brazil,2020-08-16,3275520,313078,106523,6951,NA,NA,69.91,215313504
Brazil,2020-08-17,3275520,0,106523,0,NA,NA,69.91,215313504
Brazil,2020-08-18,3275520,0,106523,0,NA,NA,69.91,215313504
Brazil,2020-08-19,3275520,0,106523,0,NA,NA,69.91,215313504
Brazil,2020-08-20,3275520,0,106523,0,NA,NA,69.91,215313504
Brazil,2020-08-21,3275520,0,106523,0,NA,NA,69.91,215313504
Brazil,2020-08-22,3275520,0,106523,0,NA,NA,69.91,215313504
Brazil,2020-08-23,3532330,256810,113358,6835,NA,NA,69.91,215313504
Brazil,2020-08-24,3532330,0,113358,0,NA,NA,73.61,215313504
Brazil,2020-08-25,3532330,0,113358,0,NA,NA,73.61,215313504
Brazil,2020-08-26,3532330,0,113358,0,NA,NA,73.61,215313504
Brazil,2020-08-27,3532330,0,113358,0,NA,NA,73.61,215313504
Brazil,2020-08-28,3532330,0,113358,0,NA,NA,73.61,215313504
Brazil,2020-08-29,3532330,0,113358,0,NA,NA,73.61,215313504
Brazil,2020-08-30,3804803,272473,119504,6146,NA,NA,73.61,215313504
Brazil,2020-08-31,3804803,0,119504,0,NA,NA,69.91,215313504
Brazil,2020-09-01,3804803,0,119504,0,NA,NA,69.91,215313504
Brazil,2020-09-02,3804803,0,119504,0,NA,NA,69.91,215313504
Brazil,2020-09-03,3804803,0,119504,0,NA,NA,69.91,215313504
Brazil,2020-09-04,3804803,0,119504,0,NA,NA,69.91,215313504
Brazil,2020-09-05,3804803,0,119504,0,NA,NA,69.91,215313504
Brazil,2020-09-06,4092832,288029,125521,6017,NA,NA,69.91,215313504
Brazil,2020-09-07,4092832,0,125521,0,NA,NA,69.91,215313504
Brazil,2020-09-08,4092832,0,125521,0,NA,NA,69.91,215313504
Brazil,2020-09-09,4092832,0,125521,0,NA,NA,69.91,215313504
Brazil,2020-09-10,4092832,0,125521,0,NA,NA,69.91,215313504
Brazil,2020-09-11,4092832,0,125521,0,NA,NA,69.91,215313504
Brazil,2020-09-12,4092832,0,125521,0,NA,NA,69.91,215313504
Brazil,2020-09-13,4282164,189332,130396,4875,NA,NA,69.91,215313504
Brazil,2020-09-14,4282164,0,130396,0,NA,NA,69.91,215313504
Brazil,2020-09-15,4282164,0,130396,0,NA,NA,69.91,215313504
Brazil,2020-09-16,4282164,0,130396,0,NA,NA,69.91,215313504
Brazil,2020-09-17,4282164,0,130396,0,NA,NA,69.91,215313504
Brazil,2020-09-18,4282164,0,130396,0,NA,NA,69.91,215313504
Brazil,2020-09-19,4282164,0,130396,0,NA,NA,69.91,215313504
Brazil,2020-09-20,4495183,213019,135793,5397,NA,NA,69.91,215313504
Brazil,2020-09-21,4495183,0,135793,0,NA,NA,69.91,215313504
Brazil,2020-09-22,4495183,0,135793,0,NA,NA,69.91,215313504
Brazil,2020-09-23,4495183,0,135793,0,NA,NA,67.13,215313504
Brazil,2020-09-24,4495183,0,135793,0,NA,NA,67.13,215313504
Brazil,2020-09-25,4495183,0,135793,0,NA,NA,67.13,215313504
Brazil,2020-09-26,4495183,0,135793,0,NA,NA,67.13,215313504
Brazil,2020-09-27,4689613,194430,140537,4744,NA,NA,67.13,215313504
Brazil,2020-09-28,4689613,0,140537,0,NA,NA,67.13,215313504
Brazil,2020-09-29,4689613,0,140537,0,NA,NA,67.13,215313504
Brazil,2020-09-30,4689613,0,140537,0,NA,NA,67.13,215313504
Brazil,2020-10-01,4689613,0,140537,0,NA,NA,67.13,215313504
Brazil,2020-10-02,4689613,0,140537,0,NA,NA,67.13,215313504
Brazil,2020-10-03,4689613,0,140537,0,NA,NA,67.13,215313504
Brazil,2020-10-04,4880523,190910,145388,4851,NA,NA,67.13,215313504
Brazil,2020-10-05,4880523,0,145388,0,NA,NA,67.13,215313504
Brazil,2020-10-06,4880523,0,145388,0,NA,NA,67.13,215313504
Brazil,2020-10-07,4880523,0,145388,0,NA,NA,67.13,215313504
Brazil,2020-10-08,4880523,0,145388,0,NA,NA,63.43,215313504
Brazil,2020-10-09,4880523,0,145388,0,NA,NA,63.43,215313504
Brazil,2020-10-10,4880523,0,145388,0,NA,NA,63.43,215313504
Brazil,2020-10-11,5055888,175365,149639,4251,NA,NA,63.43,215313504
Brazil,2020-10-12,5055888,0,149639,0,NA,NA,63.43,215313504
Brazil,2020-10-13,5055888,0,149639,0,NA,NA,63.43,215313504
Brazil,2020-10-14,5055888,0,149639,0,NA,NA,63.43,215313504
Brazil,2020-10-15,5055888,0,149639,0,NA,NA,63.43,215313504
Brazil,2020-10-16,5055888,0,149639,0,NA,NA,63.43,215313504
Brazil,2020-10-17,5055888,0,149639,0,NA,NA,63.43,215313504
Brazil,2020-10-18,5200300,144412,153214,3575,NA,NA,63.43,215313504
Brazil,2020-10-19,5200300,0,153214,0,NA,NA,63.43,215313504
Brazil,2020-10-20,5200300,0,153214,0,NA,NA,63.43,215313504
Brazil,2020-10-21,5200300,0,153214,0,NA,NA,63.43,215313504
Brazil,2020-10-22,5200300,0,153214,0,NA,NA,63.43,215313504
Brazil,2020-10-23,5200300,0,153214,0,NA,NA,57.87,215313504
Brazil,2020-10-24,5200300,0,153214,0,NA,NA,57.87,215313504
Brazil,2020-10-25,5353656,153356,156471,3257,NA,NA,57.87,215313504
Brazil,2020-10-26,5353656,0,156471,0,NA,NA,57.87,215313504
Brazil,2020-10-27,5353656,0,156471,0,NA,NA,57.87,215313504
Brazil,2020-10-28,5353656,0,156471,0,NA,NA,57.87,215313504
Brazil,2020-10-29,5353656,0,156471,0,NA,NA,57.87,215313504
Brazil,2020-10-30,5353656,0,156471,0,NA,NA,57.87,215313504
Brazil,2020-10-31,5353656,0,156471,0,NA,NA,57.87,215313504
Brazil,2020-11-01,5516658,163002,159477,3006,NA,NA,57.87,215313504
Brazil,2020-11-02,5516658,0,159477,0,NA,NA,57.87,215313504
Brazil,2020-11-03,5516658,0,159477,0,NA,NA,57.87,215313504
Brazil,2020-11-04,5516658,0,159477,0,NA,NA,57.87,215313504
Brazil,2020-11-05,5516658,0,159477,0,NA,NA,57.87,215313504
Brazil,2020-11-06,5516658,0,159477,0,NA,NA,57.87,215313504
Brazil,2020-11-07,5516658,0,159477,0,NA,NA,57.87,215313504
Brazil,2020-11-08,5631181,114523,162015,2538,NA,NA,57.87,215313504
Brazil,2020-11-09,5631181,0,162015,0,NA,NA,57.87,215313504
Brazil,2020-11-10,5631181,0,162015,0,NA,NA,57.87,215313504
Brazil,2020-11-11,5631181,0,162015,0,NA,NA,57.87,215313504
Brazil,2020-11-12,5631181,0,162015,0,NA,NA,57.87,215313504
Brazil,2020-11-13,5631181,0,162015,0,NA,NA,57.87,215313504
Brazil,2020-11-14,5631181,0,162015,0,NA,NA,57.87,215313504
Brazil,2020-11-15,5810652,179471,164737,2722,NA,NA,57.87,215313504
Brazil,2020-11-16,5810652,0,164737,0,NA,NA,57.87,215313504
Brazil,2020-11-17,5810652,0,164737,0,NA,NA,57.87,215313504
Brazil,2020-11-18,5810652,0,164737,0,NA,NA,57.87,215313504
Brazil,2020-11-19,5810652,0,164737,0,NA,NA,57.87,215313504
Brazil,2020-11-20,5810652,0,164737,0,NA,NA,57.87,215313504
Brazil,2020-11-21,5810652,0,164737,0,NA,NA,57.87,215313504
Brazil,2020-11-22,6020164,209512,168613,3876,NA,NA,57.87,215313504
Brazil,2020-11-23,6020164,0,168613,0,NA,NA,57.87,215313504
Brazil,2020-11-24,6020164,0,168613,0,NA,NA,57.87,215313504
Brazil,2020-11-25,6020164,0,168613,0,NA,NA,57.87,215313504
Brazil,2020-11-26,6020164,0,168613,0,NA,NA,57.87,215313504
Brazil,2020-11-27,6020164,0,168613,0,NA,NA,57.87,215313504
Brazil,2020-11-28,6020164,0,168613,0,NA,NA,57.87,215313504
Brazil,2020-11-29,6238350,218186,171974,3361,NA,NA,57.87,215313504
Brazil,2020-11-30,6238350,0,171974,0,NA,NA,60.65,215313504
Brazil,2020-12-01,6238350,0,171974,0,NA,NA,60.65,215313504
Brazil,2020-12-02,6238350,0,171974,0,NA,NA,60.65,215313504
Brazil,2020-12-03,6238350,0,171974,0,NA,NA,63.43,215313504
Brazil,2020-12-04,6238350,0,171974,0,NA,NA,63.43,215313504
Brazil,2020-12-05,6238350,0,171974,0,NA,NA,63.43,215313504
Brazil,2020-12-06,6533968,295618,175964,3990,NA,NA,63.43,215313504
Brazil,2020-12-07,6533968,0,175964,0,NA,NA,63.43,215313504
Brazil,2020-12-08,6533968,0,175964,0,NA,NA,63.43,215313504
Brazil,2020-12-09,6533968,0,175964,0,NA,NA,60.65,215313504
Brazil,2020-12-10,6533968,0,175964,0,NA,NA,60.65,215313504
Brazil,2020-12-11,6533968,0,175964,0,NA,NA,64.35,215313504
Brazil,2020-12-12,6533968,0,175964,0,NA,NA,64.35,215313504
Brazil,2020-12-13,6836227,302259,180437,4473,NA,NA,64.35,215313504
Brazil,2020-12-14,6836227,0,180437,0,NA,NA,64.35,215313504
Brazil,2020-12-15,6836227,0,180437,0,NA,NA,67.13,215313504
Brazil,2020-12-16,6836227,0,180437,0,NA,NA,64.35,215313504
Brazil,2020-12-17,6836227,0,180437,0,NA,NA,61.57,215313504
Brazil,2020-12-18,6836227,0,180437,0,NA,NA,61.57,215313504
Brazil,2020-12-19,6836227,0,180437,0,NA,NA,64.35,215313504
Brazil,2020-12-20,7162978,326751,185650,5213,NA,NA,64.35,215313504
Brazil,2020-12-21,7162978,0,185650,0,NA,NA,64.35,215313504
Brazil,2020-12-22,7162978,0,185650,0,NA,NA,64.35,215313504
Brazil,2020-12-23,7162978,0,185650,0,NA,NA,64.35,215313504
Brazil,2020-12-24,7162978,0,185650,0,NA,NA,64.35,215313504
Brazil,2020-12-25,7162978,0,185650,0,NA,NA,64.35,215313504
Brazil,2020-12-26,7162978,0,185650,0,NA,NA,64.35,215313504
Brazil,2020-12-27,7448560,285582,190488,4838,NA,NA,64.35,215313504
Brazil,2020-12-28,7448560,0,190488,0,NA,NA,64.35,215313504
Brazil,2020-12-29,7448560,0,190488,0,NA,NA,64.35,215313504
Brazil,2020-12-30,7448560,0,190488,0,NA,NA,64.35,215313504
Brazil,2020-12-31,7448560,0,190488,0,NA,NA,64.35,215313504
Brazil,2021-01-01,7448560,0,190488,0,NA,NA,64.35,215313504
Brazil,2021-01-02,7448560,0,190488,0,NA,NA,64.35,215313504
Brazil,2021-01-03,7700578,252018,195411,4923,NA,NA,64.35,215313504
Brazil,2021-01-04,7700578,0,195411,0,NA,NA,64.35,215313504
Brazil,2021-01-05,7700578,0,195411,0,NA,NA,64.35,215313504
Brazil,2021-01-06,7700578,0,195411,0,NA,NA,64.35,215313504
Brazil,2021-01-07,7700578,0,195411,0,NA,NA,61.57,215313504
Brazil,2021-01-08,7700578,0,195411,0,NA,NA,61.57,215313504
Brazil,2021-01-09,7700578,0,195411,0,NA,NA,61.57,215313504
Brazil,2021-01-10,8013708,313130,201460,6049,NA,NA,61.57,215313504
Brazil,2021-01-11,8013708,0,201460,0,NA,NA,61.57,215313504
Brazil,2021-01-12,8013708,0,201460,0,NA,NA,61.57,215313504
Brazil,2021-01-13,8013708,0,201460,0,NA,NA,64.35,215313504
Brazil,2021-01-14,8013708,0,201460,0,NA,NA,72.69,215313504
Brazil,2021-01-15,8013708,0,201460,0,NA,NA,72.69,215313504
Brazil,2021-01-16,8013708,0,201460,0,NA,NA,72.69,215313504
Brazil,2021-01-17,8393492,379784,208246,6786,112,112,72.69,215313504
Brazil,2021-01-18,8393492,0,208246,0,1109,1109,72.69,215313504
Brazil,2021-01-19,8393492,0,208246,0,13527,13527,72.69,215313504
Brazil,2021-01-20,8393492,0,208246,0,105824,105824,72.69,215313504
Brazil,2021-01-21,8393492,0,208246,0,193699,193699,72.69,215313504
Brazil,2021-01-22,8393492,0,208246,0,462269,462269,72.69,215313504
Brazil,2021-01-23,8393492,0,208246,0,573268,573268,72.69,215313504
